title,overview,genres,release_date,runtime,vote_average
Into the Abyss,"In intimate conversations with those involved, including 28-year-old death row inmate Michael Perry (who was scheduled to die eight days after his interview with Herzog), legendary filmmaker Werner Herzog  achieves what he describes as ""a gaze into the abyss of the human soul."" As he's so often done before, Herzog's investigation unveils layers of humanity, making an enlightening trip out of ominous territory.","[{'id': 99, 'name': 'Documentary'}, {'id': 80, 'name': 'Crime'}]",2011-11-11,105.0,7.2
Welcome Stranger,"Crusty Dr. McRory of Fallbridge, Maine, hires his vacation replacement sight unseen. Alas, he and young singing Doctor Jim Pearson don't hit it off; but once he meets teacher Trudy Mason, Pearson is delighted to stay. The locals, taking their cue from McRory, cold-shoulder Pearson, especially Trudy's stuffy fiancé. But then, guess who needs an emergency appendectomy?","[{'id': 35, 'name': 'Comedy'}]",1947-06-13,107.0,0.0
Alone For Christmas,"When a family visits Grandma's house on Christmas Eve, they leave their dog at home alone. And when burglars try to take the presents from under the tree, the dog must use every trick it knows to stop them.","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2013-10-04,82.0,3.9
Thirty Day Princess,"A European princess arrives in New York City to secure a much-needed loan for her country. She contracts the mumps, and an actress who looks exactly like her is hired to impersonate her.","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1934-05-18,74.0,5.8
Boris Godunov,"Praised for its fine photography and production design if not its narrative, Sergei Bondarchuk directed this adaptation of the tale by Alexander Pushkin. Boris Godunov came to the Czarist throne at the end of the 16th century, after the original heir to Ivan the Terrible had died. At first, things went well for Godunov (played by Bondarchuk), but when the Russian people began to believe he had killed Ivan the Terrible's son in order to gain the throne, an alliance sprang up against the new Czar. Events continued to spin out of control as a young monk was presented as the son Godunov had supposedly killed. Now he was openly accused of failing an assassination attempt, which seems to be even worse than succeeding. In addition to these woes, Boris Godunov began to suffer serious health problems. So much for the joys of kingship.","[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",1986-10-14,130.0,2.5
Questo piccolo grande amore,,[],2009-02-11,0.0,5.3
Supermen of Malegaon,"Malegaon, a small town tucked away near the heart of India geographically, is fraught with communal tension and under severe economic depression. To escape the harsh reality of their world, its people seek refuge in the fantastical world of cinema. This passion for cinema has spurred a group of cinema enthusiasts to make their own films-quirky, low budget, socially aware and notoriously funny spoofs of Bollywood films.","[{'id': 99, 'name': 'Documentary'}]",2009-06-16,66.0,0.0
Live from New York!,"Saturday Night Live has been reflecting and influencing life in the United States for forty years. LIVE FROM NEW YORK! goes deep inside this television phenomenon exploring the laughter that pulses through American politics, tragedy, and pop culture.","[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",2015-04-15,90.0,5.4
The Million Game,"A candidate in a game show is hunted by three men. He will get a Million DMark, if he survives for a week; the hunters will get the money, if they can kill the candidate. The audience of the show is watching the transmissions of twenty camera teams filming the hunt. The showmaster appeals to the TV-viewers to help either the candidate or the hunters, whomever they want.","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1970-10-18,96.0,6.0
Time to Love,A poor painter falls in love with a photograph of a woman while at work in one of the massive villas on Istanbul's Princes' Islands.,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1965-10-09,89.0,8.2
Miss Austen Regrets,"An outwardly confident but unmarried woman on the verge of her fortieth birthday reflects on her past suitors and the choices she once made while attempting to help her marriage minded niece choose between a number of potential suitors in this tale inspired by the life and letters of Jane Austen. Jane Austen is about to turn forty, but she still hasn't found her ideal man. When Jane is approached by her niece Fanny and asked to help select the perfect husband for the young girl, the aging spinster begins to wonder why it is that she never found a man to share her own life with. Perhaps if Jane had accepted the proposal of a wealthy landowner she could have saved her family from financial ruin, and what of the handsome young physician who once warmed to Jane after tending to her ailing family members?","[{'id': 18, 'name': 'Drama'}]",2008-02-03,90.0,5.4
Rudolph and Frosty's Christmas in July,"Long ago the Lady Borealis placed the evil Winterbolt under a magic spell, and put the last of her magic into the nose of a newborn reindeer: Rudolph. But now Winterbolt's awake. He gives Frosty's family magic amulets to keep them from melting until the Fourth of July so that Frosty and Rudolph can help Lilly's circus and Milton can marry his girlfriend on the high-wire, and Santa will use his sleigh to make sure everybody gets back to the North Pole in time...which leaves Winterbolt alone at the North Pole on the Fourth...","[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",1979-07-01,97.0,6.5
Beyond the Time Barrier,A pilot testing an experimental new rocket powered craft manages to fly into the future and land at the now deserted airbase he left. He ends up in a city with people who are suspicious he is a spy and who want to keep him to procreate with the rulers daughter because the majority of the inhabitants are sterile. He manages to escape and return to his own time but ages dramatically.,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",1960-09-08,75.0,6.0
Drift,"In the 70s two brothers battle killer waves, conservative society and ruthless bikers to kick-start the modern surf industry.","[{'id': 18, 'name': 'Drama'}]",2013-07-23,113.0,5.7
Something's Gotta Give,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2003-12-12,128.0,6.3
Endure,"After a shocking photo of a young woman is found inside the twisted metal of a fatal car crash, veteran detective Emory Lloyd must risk everything to identify and find the woman before it's too late.","[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2010-01-01,91.0,7.0
Knucklehead,"The film centers on a fight promoter (Mark Feuerstein) deeply in debt to his crooked rival. Desperate for a new fighter that will help him win back everything he owes, the promoter catches a break when a 450-pound church handyman (Paul ""Big Show"" Wight) who has spent his entire life in an orphanage agrees to wrestle on behalf of his fellow orphans.","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2010-10-22,100.0,4.9
Enduring Love,"Two strangers become dangerously close after witnessing a deadly accident.  On a beautiful cloudless day a young couple celebrate their reunion with a picnic.  Joe has planned a postcard-perfect afternoon in the English countryside with his partner, Claire.  But as Joe and Claire prepare to open a bottle of champagne, their idyll comes to an abrupt end.  A hot air balloon drifts into the field, obviously in trouble.  The pilot catches his leg in the anchor rope, while the only passenger, a boy, is too scared to jump down.  Joe and three other men rush to secure the basket.  But fate has other ideas...","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2004-11-26,100.0,5.8
Save the Tiger,A businessman's professional struggles begin to conflict with his personal life over the course of two days.,"[{'id': 18, 'name': 'Drama'}]",1973-02-14,100.0,7.1
The Hindenburg,"In this highly speculative historical thriller, Colonel Franz Ritter (George C. Scott), a former hero pilot now working for military intelligence, is assigned to the great Hindenburg airship as its chief of security. As he races against the clock to uncover a possible saboteur aboard the doomed zeppelin he finds that any of the passengers and crew could be the culprit.","[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1975-12-25,125.0,6.2
Little Shop of Horrors,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day as Seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.","[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",1986-12-19,94.0,6.7
Postcard,"Toward the end of World War II, middle-aged soldier Keita is entrusted with a postcard from a comrade who is sure he will die in battle. After the war ends, Keita visits his comrade's wife Yuko and bears witness to the tragic life she has led. This year's Oscar entry from Japan finds SHINDO in top form and his 49th and reportedly last film as fresh and poignant as ever. (from imdb)","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2010-10-27,114.0,4.6
Paju,"Eun-mo is back in her hometown, Paju after spending three years of soul searching in India. However the reality she returns to is far from comforting as she is faced with a dreaded reunion with her widower brother-in-law, Joong-shik. Almost a decade ago when Joong-shik came to Paju as a student activist futitive, Eun-mo never took a liking to Joong-shik who ended up marrying her older sister, Eun-soo. But she was forced to live with him when a tragic accident took her sister’s life. During a course of three years, Eun-mo gradually discovered she was carrying complex emotions toward Joong-shik. Having felt trapped, she decideed to leave Paju. Eun-mo believed she had resolved all emotional conflicts in India, but as she digs further into her sister’s death, she becomes torn between the truth and her feelings for Joong-shik.","[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",2009-10-28,111.0,5.6
Gondolj rám,,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2016-01-21,103.0,0.0
The Boondock Saints II: All Saints Day,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2009-11-24,118.0,5.8
Banking on Bitcoin,"Not since the invention of the Internet has there been such a disruptive technology as Bitcoin. Bitcoin's early pioneers sought to blur the lines of sovereignty and the financial status quo. After years of underground development Bitcoin grabbed the attention of a curious public, and the ire of the regulators the technology had subverted. After landmark arrests of prominent cyber criminals Bitcoin faces its most severe adversary yet, the very banks it was built to destroy.","[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",2016-12-30,90.0,7.0
